pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,wordscore,sentscore,letterscore,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_wordscore,r2_sentscore,r2_letterscore,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
8561047,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,1,0,0.2487218,59.87654,60,12,0,2,2,10,0,1.2,3.428571,0,1.657143,2,3,0,5,6.657143,0.8548274,0.5107049,0.1289496,0.9778311,0.2182291,0.974289,0.0356457,0.9958807,0,10,2,0,65,0,0,22.28572,0,6.071429,10,4,6,0,16.07143
8561048,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,11,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,1,0,0.2487218,58.02469,59,12,0,1,4,6,0,2.4,2.057143,0,1.364286,3,5,0,8,9.364285,0.8548274,0.5107049,0.1214687,0.9844937,0.2009703,0.9896727,0.036895,0.9949704,0,10,0,6,19,3,3.6,6.514286,7.2,4.328571,11,4,5,2,15.32857
8561049,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,1,0,0.4061161,62.34568,63,13,0,2,0,17,0,0,5.828571,0,1.957143,5,6,3,14,15.95714,0.8533284,0.5152507,0.1044332,0.9895196,0.1727985,0.9798432,0.0343702,0.9967281,0,10,18,16,70,5,9.6,24,12,15.9,14,7,6,1,29.9
8561051,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,1,0,0.4061161,61.72839,62,13,0,2,0,13,0,0,4.457143,0,1.614286,5,6,3,14,15.61429,0.8533284,0.5152507,0.1052854,0.9896376,0.1727985,0.9798432,0.0358282,0.9957526,0,10,10,0,68,1,0,23.31429,2.4,8.928572,13,5,6,2,21.92857
8561052,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,1,0,0.4585808,63.58025,64,13,0,1,0,0,0,0,0,0,0.25,1,0,0,1,1.25,0.8528879,0.516511,0.1450417,0.9553888,0.2460115,0.9281386,0.0416904,0.9907399,0,9,0,0,4,0,0,1.371429,0,0.3428572,4,3,1,0,4.342857
8561055,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,1,0,0.5635103,66.66666,67,14,0,6,1,28,0,0.6,9.6,0,4.05,2,5,0,7,11.05,0.852096,0.5186555,0.1169684,0.9872554,0.206443,0.9861066,0.0255682,1.000311,0,10,2,0,32,0,0,10.97143,0,3.242857,9,5,4,0,12.24286
8561056,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,12,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,1,0,0.6159751,70.98766,71,15,0,6,3,8,3,1.8,2.742857,7.2,4.435714,5,4,1,10,14.43571,0.8517444,0.519541,0.1082395,0.9897266,0.1907554,0.9923878,0.02396,1.000535,0,12,0,0,30,4,0,10.28571,9.6,4.971429,10,3,5,2,14.97143
8561059,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,11,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,1,0,0.6684398,72.83951,73,15,0,20,4,64,6,2.4,21.94286,14.4,14.68571,7,6,3,16,30.68571,0.8514225,0.5203029,0.0697554,0.9397747,0.1648717,0.9632777,-0.019453,0.9526216,0,12,24,30,70,9,18,24,21.6,21.9,17,7,7,3,38.9
8561060,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,11,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,1,0,0.6684398,72.83951,73,15,0,0,3,29,4,1.8,9.942857,9.6,5.335714,5,5,3,13,18.33571,0.8514225,0.5203029,0.0986026,0.9875448,0.177011,0.9853638,0.020218,1.000537,1,,,,,,,,,,,,,,
8561061,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,9,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,0.7209046,75.92593,76,16,0,0,2,9,0,1.2,3.085714,0,1.071429,3,6,0,9,10.07143,0.8511304,0.5209415,0.1195672,0.9857785,0.1957475,0.9917583,0.0381485,0.9939772,0,10,0,0,64,3,0,21.94286,7.2,7.285714,9,4,5,0,16.28571
8561062,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,0.7209046,75.30864,76,16,0,0,0,15,0,0,5.142857,0,1.285714,1,0,0,1,2.285714,0.8511304,0.5209415,0.1418225,0.9607257,0.2460115,0.9281386,0.0372308,0.9947122,0,12,0,0,36,0,0,12.34286,0,3.085714,9,6,3,0,12.08571
8561063,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,0.8258341,77.16049,78,16,0,0,0,30,1,0,10.28571,2.4,3.171429,4,1,2,7,10.17143,0.8506355,0.5218498,0.1192999,0.9859454,0.206443,0.9861066,0.0292454,0.9992969,0,11,18,4,69,8,2.4,23.65714,19.2,15.81429,13,5,6,2,28.81429
8561066,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,11,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,0.9307636,80.24691,81,17,0,0,1,11,0,0.6,3.771429,0,1.092857,4,4,0,8,9.092857,0.8502603,0.522266,0.1222041,0.9839514,0.2009703,0.9896727,0.0380567,0.9940527,0,12,2,10,64,4,6,21.94286,9.6,9.885715,8,3,5,0,17.88572
8561067,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,0.9832283,83.33334,84,17,0,0,7,12,0,4.2,4.114286,0,2.078571,3,3,0,6,8.078571,0.8501177,0.5222892,0.1249801,0.98168,0.2121878,0.9810069,0.033855,0.9970469,0,10,14,17,49,6,10.2,16.8,14.4,13.85,8,4,4,0,21.85
8561068,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,11,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,1.140623,86.41975,87,18,0,24,10,68,8,6,23.31429,19.2,18.12857,6,5,3,14,32.12857,0.8498718,0.5216125,0.0664416,0.9289162,0.1727985,0.9798432,-0.0355794,0.904256,0,10,24,36,70,9,21.6,24,21.6,22.8,19,8,6,5,41.8
8561070,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,1.140623,85.18519,86,18,0,8,0,15,2,0,5.142857,4.8,4.485714,5,5,2,12,16.48571,0.8498718,0.5216125,0.1031255,0.9892559,0.1814005,0.989237,0.0237518,1.000555,0,11,24,18,58,8,10.8,19.88571,19.2,18.47143,12,5,6,1,30.47143
8561072,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,9,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,1.350482,87.65432,88,18,0,6,2,14,0,1.2,4.8,0,3,5,1,0,6,9,0.8499722,0.5189377,0.1224563,0.9837596,0.2121878,0.9810069,0.0299656,0.999017,0,10,0,0,30,3,0,10.28571,7.2,4.371428,6,5,1,0,10.37143
8561073,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,9,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,1.402946,89.50617,90,18,0,0,3,30,0,1.8,10.28571,0,3.021429,6,4,2,12,15.02143,0.8500749,0.5179445,0.1067665,0.9897436,0.1814005,0.989237,0.0298755,0.9990534,0,11,20,34,66,6,20.4,22.62857,14.4,19.35714,16,8,6,2,35.35714
8561075,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,0.6684398,92.59259,93,19,0,22,11,42,9,6.6,14.4,21.6,16.15,6,6,2,14,30.15,0.8514225,0.5203029,0.0709847,0.9434535,0.1727985,0.9798432,-0.0261388,0.9349001,0,10,24,36,69,10,21.6,23.65714,24,23.31429,16,6,6,4,39.31429
8561076,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,1.507876,93.20988,94,19,0,14,1,15,0,0.6,5.142857,0,4.935714,3,4,3,10,14.93571,0.8503745,0.515557,0.1069814,0.9897487,0.1907554,0.9923878,0.0218796,1.000626,1,,,,,,,,,,,,,,
8561078,856,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,10,1,0,75.92593,0.5161302,0.8415735,0,1,0,0,0,1,1.612805,96.91358,97,20,0,0,1,38,0,0.6,13.02857,0,3.407143,5,2,0,7,10.40714,0.8508013,0.5126215,0.1186714,0.9863244,0.206443,0.9861066,0.0282567,0.9996379,1,,,,,,,,,,,,,,
8571001,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,9,1,0,45.52941,,,0,1,0,0,1,0,,50.98039,51,11,0,0,4,2,0,2.4,0.6857143,0,0.7714286,1,1,0,2,2.771429,,,,,,,,,0,9,2,4,9,0,2.4,3.085714,0,1.871429,9,4,4,1,10.87143
8571002,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,9,0,0,55.37255,,,0,1,0,0,0,1,,93.13725,94,19,0,0,0,30,2,0,10.28571,4.8,3.771429,3,4,0,7,10.77143,,,,,,,,,0,10,2,4,39,4,2.4,13.37143,9.6,6.842857,16,7,8,1,22.84286
8571003,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,8,1,0,45.52941,,,0,1,0,0,0,1,,85.29412,86,18,0,0,1,10,0,0.6,3.428571,0,1.007143,3,3,1,7,8.007143,,,,,,,,,0,9,0,6,28,1,3.6,9.6,2.4,3.9,5,2,1,2,8.9
8571005,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,9,0,0,55.37255,,,1,0,0,1,0,0,,47.05882,48,10,0,0,7,9,0,4.2,3.085714,0,1.821429,2,0,0,2,3.821429,,,,,,,,,0,9,4,8,64,0,4.8,21.94286,0,7.685715,3,3,0,0,10.68571
8571006,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,9,1,0,45.52941,,,1,0,0,1,0,0,,42.15686,43,9,0,4,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,0,10,0,1,8,0,0.6,2.742857,0,0.8357143,0,0,0,0,0.8357143
8571007,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,8,0,0,55.37255,,,0,1,0,0,1,0,,59.80392,60,12,0,6,1,35,0,0.6,12,0,4.65,5,4,0,9,13.65,,,,,,,,,0,9,4,10,49,7,6,16.8,16.8,10.9,13,7,6,0,23.9
8571008,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,8,1,0,45.52941,,,0,1,0,0,0,1,,97.05882,98,20,0,4,9,16,0,5.4,5.485714,0,3.721428,4,5,1,10,13.72143,,,,,,,,,0,9,6,0,20,5,0,6.857143,12,6.214286,16,7,6,3,22.21429
8571009,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,9,0,0,55.37255,,,0,1,0,0,0,1,,92.15686,93,19,0,4,8,21,1,4.8,7.2,2.4,4.6,5,3,2,10,14.6,,,,,,,,,1,,,,,,,,,,,,,,
8571010,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,8,0,0,55.37255,,,0,1,0,0,0,1,,83.33334,84,17,0,0,2,25,0,1.2,8.571428,0,2.442857,4,3,0,7,9.442857,,,,,,,,,1,,,,,,,,,,,,,,
8571011,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,9,1,0,45.52941,,,1,0,1,0,0,0,,22.54902,23,5,0,2,7,40,2,4.2,13.71429,4.8,6.178572,4,3,0,7,13.17857,,,,,,,,,0,8,10,26,64,8,15.6,21.94286,19.2,16.68571,11,4,5,2,27.68571
8571012,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,8,0,0,55.37255,,,1,0,1,0,0,0,,24.5098,25,5,0,0,7,13,0,4.2,4.457143,0,2.164286,1,1,0,2,4.164286,,,,,,,,,1,,,,,,,,,,,,,,
8571013,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,8,1,0,45.52941,,,0,1,0,0,1,0,,54.90196,55,11,0,0,7,8,0,4.2,2.742857,0,1.735714,1,0,0,1,2.735714,,,,,,,,,0,8,0,0,0,0,0,0,0,0,1,1,0,0,1
8571015,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,11,1,0,45.52941,,,1,0,1,0,0,0,,10.78432,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,13,2,0,0,0,0,0,0,0.5,3,1,2,0,3.5
8571016,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,8,0,0,55.37255,,,0,1,0,0,0,1,,79.41177,80,16,0,0,6,40,0,3.6,13.71429,0,4.328571,6,5,3,14,18.32857,,,,,,,,,0,9,0,0,70,8,0,24,19.2,10.8,8,4,3,1,18.8
8571017,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,9,1,0,45.52941,,,1,0,1,0,0,0,,4.901958,5,1,0,0,0,6,0,0,2.057143,0,0.5142857,1,2,0,3,3.514286,,,,,,,,,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
8571018,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,8,1,0,45.52941,,,1,0,0,1,0,0,,30.39216,31,7,0,0,1,18,1,0.6,6.171429,2.4,2.292857,3,4,1,8,10.29286,,,,,,,,,0,9,6,0,30,6,0,10.28571,14.4,7.671428,14,6,5,3,21.67143
8571019,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,9,0,0,55.37255,,,1,0,0,1,0,0,,44.11764,45,9,0,7,0,47,3,0,16.11429,7.2,7.578571,5,4,1,10,17.57857,,,,,,,,,0,9,20,0,57,10,0,19.54286,24,15.88571,12,4,6,2,27.88571
8571020,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,9,0,0,55.37255,,,1,0,0,1,0,0,,38.23529,39,8,0,0,7,28,2,4.2,9.6,4.8,4.65,3,3,1,7,11.65,,,,,,,,,0,10,0,0,67,7,0,22.97143,16.8,9.942857,12,5,6,1,21.94286
8571022,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,8,0,0,55.37255,,,0,1,0,0,0,1,,87.2549,88,18,0,8,0,49,8,0,16.8,19.2,11,7,5,2,14,25,,,,,,,,,0,9,18,24,70,9,14.4,24,21.6,19.5,19,8,7,4,38.5
8571023,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,8,1,0,45.52941,,,0,1,0,0,0,1,,81.37255,82,17,0,0,0,15,0,0,5.142857,0,1.285714,4,5,0,9,10.28571,,,,,,,,,0,9,0,4,17,0,2.4,5.828571,0,2.057143,11,6,4,1,13.05714
8571024,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,9,0,0,55.37255,,,1,0,0,1,0,0,,41.17647,42,9,0,0,1,12,0,0.6,4.114286,0,1.178571,3,1,0,4,5.178572,,,,,,,,,1,,,,,,,,,,,,,,
8571025,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,8,1,0,45.52941,,,0,1,0,0,1,0,,57.84314,58,12,0,0,7,14,0,4.2,4.8,0,2.25,3,2,0,5,7.25,,,,,,,,,0,8,16,0,22,0,0,7.542857,0,5.885715,14,6,5,3,19.88572
8571026,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,8,1,0,45.52941,,,1,0,1,0,0,0,,20.58823,21,5,0,0,7,9,0,4.2,3.085714,0,1.821429,1,0,0,1,2.821429,,,,,,,,,1,,,,,,,,,,,,,,
8571027,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,9,0,0,55.37255,,,1,0,0,1,0,0,,35.29412,36,8,0,2,4,20,0,2.4,6.857143,0,2.814286,3,2,0,5,7.814286,,,,,,,,,0,8,4,8,38,4,4.8,13.02857,9.6,7.857143,15,8,5,2,22.85714
8571028,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,10,1,0,45.52941,,,0,1,0,0,0,1,,95.09804,96,20,0,0,7,24,0,4.2,8.228572,0,3.107143,2,4,0,6,9.107143,,,,,,,,,0,10,0,0,34,0,0,11.65714,0,2.914286,4,2,2,0,6.914286
8571029,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,10,0,0,55.37255,,,1,0,1,0,0,0,,18.62745,19,4,0,2,7,7,0,4.2,2.4,0,2.15,0,0,0,0,2.15,,,,,,,,,0,8,4,0,0,0,0,0,0,1,0,0,0,0,1
8571030,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,9,1,0,45.52941,,,1,0,1,0,0,0,,6.862748,7,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,0,9,0,0,13,0,0,4.457143,0,1.114286,0,0,0,0,1.114286
8571032,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,9,1,0,45.52941,,,1,0,1,0,0,0,,17.64706,18,4,0,0,4,3,0,2.4,1.028571,0,0.8571429,2,2,0,4,4.857143,,,,,,,,,0,9,0,6,11,0,3.6,3.771429,0,1.842857,4,2,2,0,5.842857
8571033,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,8,0,0,55.37255,,,1,0,0,1,0,0,,26.47059,27,6,0,0,6,22,0,3.6,7.542857,0,2.785714,5,5,1,11,13.78571,,,,,,,,,0,9,6,22,18,0,13.2,6.171429,0,6.342857,18,9,6,3,24.34286
8571035,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,8,0,0,55.37255,,,0,1,0,0,1,0,,64.70588,65,13,0,5,0,39,4,0,13.37143,9.6,6.992857,4,5,2,11,17.99286,,,,,,,,,0,9,20,11,70,10,6.6,24,24,18.65,12,5,5,2,30.65
8571036,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,9,1,0,45.52941,,,0,1,0,0,0,1,,90.19608,91,19,0,0,0,10,0,0,3.428571,0,0.8571429,3,3,0,6,6.857143,,,,,,,,,0,9,2,0,16,1,0,5.485714,2.4,2.471429,7,5,2,0,9.471429
8571040,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,7,1,0,45.52941,,,1,0,0,1,0,0,,33.33333,34,7,0,0,0,13,0,0,4.457143,0,1.114286,2,1,0,3,4.114285,,,,,,,,,0,8,8,0,20,2,0,6.857143,4.8,4.914286,10,5,5,0,14.91429
8571041,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,9,0,0,55.37255,,,0,1,0,0,1,0,,52.94118,53,11,0,0,0,10,0,0,3.428571,0,0.8571429,5,5,0,10,10.85714,,,,,,,,,0,9,6,12,0,0,7.2,0,0,3.3,15,4,8,3,18.3
8571042,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,9,0,0,55.37255,,,0,1,0,0,1,0,,66.66666,67,14,0,0,5,15,2,3,5.142857,4.8,3.235714,3,5,3,11,14.23571,,,,,,,,,0,9,0,3,48,6,1.8,16.45714,14.4,8.164286,12,6,5,1,20.16429
8571043,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,9,1,0,45.52941,,,1,0,1,0,0,0,,2.941179,3,1,0,0,3,13,0,1.8,4.457143,0,1.564286,1,1,0,2,3.564286,,,,,,,,,0,9,0,0,0,0,0,0,0,0,3,3,0,0,3
8571044,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,10,1,0,45.52941,,,1,0,0,1,0,0,,41.17647,42,9,0,0,6,14,0,3.6,4.8,0,2.1,2,1,0,3,5.1,,,,,,,,,0,9,0,0,15,0,0,5.142857,0,1.285714,4,3,1,0,5.285714
8571045,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,8,0,0,55.37255,,,0,1,0,0,0,1,,99.01961,100,20,0,0,0,24,3,0,8.228572,7.2,3.857143,7,5,3,15,18.85714,,,,,,,,,0,9,10,0,0,7,0,0,16.8,6.7,16,6,8,2,22.7
8571047,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,7,0,0,55.37255,,,1,0,1,0,0,0,,17.64706,18,4,0,0,0,12,0,0,4.114286,0,1.028571,3,2,0,5,6.028572,,,,,,,,,0,8,4,2,0,0,1.2,0,0,1.3,10,4,5,1,11.3
8571048,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,9,1,0,45.52941,,,0,1,0,0,0,1,,78.43137,79,16,0,0,6,12,0,3.6,4.114286,0,1.928571,4,0,1,5,6.928572,,,,,,,,,0,9,0,8,26,4,4.8,8.914286,9.6,5.828571,8,6,1,1,13.82857
8571049,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,0,9,0,0,55.37255,,,0,1,0,0,1,0,,70.58823,71,15,0,0,6,9,0,3.6,3.085714,0,1.671429,3,0,0,3,4.671429,,,,,,,,,1,,,,,,,,,,,,,,
8571051,857,BUTERE/M,0,MATUNGU,MATUNGU,0,1,1,9,0,0,55.37255,,,1,0,0,1,0,0,,28.43137,29,6,0,0,0,12,0,0,4.114286,0,1.028571,4,2,0,6,7.028572,,,,,,,,,0,10,2,0,14,4,0,4.8,9.6,4.1,10,3,5,2,14.1
8581001,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,10,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-1.394754,4.469275,5,1,0,0,0,0,0,0,0,0,0,2,1,0,3,3,-0.7991885,0.4426478,-0.4601478,0.6112978,-0.4200563,0.7298218,-0.4503935,0.578564,0,10,4,0,9,0,0,3.085714,0,1.771429,8,2,3,3,9.771429
8581003,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,8,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-1.361399,4.748607,5,1,0,0,0,3,0,0,1.028571,0,0.2571429,0,0,0,0,0.2571429,-0.7991753,0.4430498,-0.4575027,0.6068798,-0.4139213,0.7205209,-0.450877,0.5790663,0,7,0,0,0,0,0,0,0,0,5,3,2,0,5
8581007,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,9,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-1.386415,4.469275,5,1,0,0,0,1,1,0,0.3428572,2.4,0.6857143,2,1,0,3,3.685714,-0.7991847,0.4427509,-0.4608929,0.6118594,-0.4200563,0.7298218,-0.4517139,0.5796853,0,9,24,18,43,7,10.8,14.74286,16.8,16.58571,4,2,2,0,20.58571
8581008,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,9,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-1.394754,4.469275,5,1,0,0,1,28,0,0.6,9.6,0,2.55,2,1,0,3,5.55,-0.7991885,0.4426478,-0.463088,0.6123147,-0.4200563,0.7298218,-0.4558055,0.5792457,0,7,6,0,44,1,0,15.08571,2.4,5.871428,8,4,4,0,13.87143
8581011,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,13,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-1.286351,5.86592,6,2,0,0,2,2,0,1.2,0.6857143,0,0.4714286,0,0,0,0,0.4714286,-0.7991641,0.4438535,-0.4576899,0.6073526,-0.4139213,0.7205209,-0.4512906,0.5794098,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
8581015,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,9,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-1.361399,8.100557,9,2,0,8,1,7,0,0.6,2.4,0,2.75,3,5,0,8,10.75,-0.7991753,0.4430498,-0.470531,0.6053715,-0.4359899,0.7150399,-0.4562883,0.578898,0,10,0,6,0,0,3.6,0,0,0.9,8,4,4,0,8.9
8581022,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,12,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-1.22798,12.01117,13,3,0,0,6,6,0,3.6,2.057143,0,1.414286,2,1,0,3,4.414286,-0.7991734,0.4443829,-0.4617212,0.612223,-0.4200563,0.7298218,-0.4532253,0.5801168,0,9,2,0,0,0,0,0,0,0.5,4,0,4,0,4.5
8581024,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,13,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-1.269673,13.68715,14,3,0,0,0,6,0,0,2.057143,0,0.5142857,3,2,0,5,5.514286,-0.7991652,0.4440133,-0.4630436,0.6123206,-0.4255586,0.7284157,-0.4513744,0.5794703,0,11,4,0,61,0,0,20.91429,0,6.228571,16,8,7,1,22.22857
8581026,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,10,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-1.194625,14.24581,15,3,0,0,0,1,0,0,0.3428572,0,0.0857143,0,0,0,0,0.0857143,-0.7991857,0.444648,-0.4573552,0.6064855,-0.4139213,0.7205209,-0.4505531,0.5787424,0,10,0,2,0,0,1.2,0,0,0.3,1,1,0,0,1.3
8581028,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,13,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-1.16127,15.36313,16,4,0,0,7,0,0,4.2,0,0,1.05,0,0,0,0,1.05,-0.7992031,0.4448861,-0.4582121,0.6085197,-0.4139213,0.7205209,-0.4524556,0.5799983,0,10,4,0,0,0,0,0,0,1,4,3,1,0,5
8581029,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,1,9,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-0.9694797,15.92178,16,4,0,0,2,0,0,1.2,0,0,0.3,0,0,0,0,0.3,-0.7994019,0.445734,-0.4575399,0.6069761,-0.4139213,0.7205209,-0.450959,0.5791405,0,10,16,6,0,0,3.6,0,0,4.9,3,0,3,0,7.9
8581031,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,10,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-0.9611409,17.03911,18,4,0,6,0,0,0,0,0,0,1.5,2,0,0,2,3.5,-0.7994143,0.4457509,-0.4606878,0.6117284,-0.4177293,0.7282833,-0.4534105,0.5801165,0,10,0,0,0,0,0,0,0,0,8,3,5,0,8
8581034,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,10,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-0.9778184,18.71508,19,4,0,0,0,10,0,0,3.428571,0,0.8571429,3,1,0,4,4.857143,-0.7993898,0.4457155,-0.4622432,0.6123273,-0.4226654,0.7298601,-0.4520594,0.5798568,0,8,0,9,16,0,5.4,5.485714,0,2.721429,6,2,4,0,8.721429
8581037,858,BUTERE/M,0,MATUNGU,MATUNGU,1,0,0,10,1,1,24.96191,0.4436278,-0.7960724,1,0,1,0,0,0,-0.7943668,20.39106,21,5,0,0,8,16,0,4.8,5.485714,0,2.571429,3,0,0,3,5.571429,-0.7997297,0.4457396,-0.4631146,0.6123109,-0.4200563,0.7298218,-0.4558569,0.5792112,0,10,0,6,60,1,3.6,20.57143,2.4,6.642857,6,3,3,0,12.64286
